10:51:04:642|0418-CustomStat: -CUSTOMSTATS_METADATA -Table {E2EDLY Stats} -ParentTable {components} -PrimaryKeyFields {Component,From,} -Fields {Component,STR,From,STR,To,STR,Delay,REAL,DelayMin,REAL,DelayMax,REAL,DelayMaxTime,STR,DelayAdjusted,REAL,DelayMaxAdjusted,REAL,DelayBaseline,REAL,Updates,INT,TotUpdates,REAL,RTTDelay,REAL,RTTDelayMin,REAL,RTTDelayMax,REAL,RTTDelayMaxTime,STR,RTTUpdates,INT,RTTTotUpdates,REAL,TimeStamp,STR,}
11:15:11:937|0351-CustomStat: -CUSTOMSTATS -Table {GC Stats} -Owner {STP1} -Component {STP1} -YoungGenUse {61741} -YoungGenMax {2762752} -OldGenUse {16470} -OldGenMax {5569536} -PermGenUse {0} -PermGenMax {0} -MinCollCnt {0} -MajCollCnt {0} -MinCollDur {0} -MajCollDur {0} -MinCollStw {0} -MajCollStw {0} -HeapAllocKBps {0} -TimeStamp {} -SupplyTimestamp {09:15:11:937}
11:15:12:329|0040-TickData: RTTDelay,DM_DOCKER,STP1 {2=2,}
11:16:11:938|0174-CustomStat: -CUSTOMSTATS -Table {MQ Stats} -Owner {STP1} -Component {STP1} -MQPubLocal {0} -MQSubLocal {0} -MQPut {0} -MQSup {0} -TimeStamp {} -SupplyTimestamp {09:16:11:938}
11:16:11:938|0351-CustomStat: -CUSTOMSTATS -Table {GC Stats} -Owner {STP1} -Component {STP1} -YoungGenUse {61741} -YoungGenMax {2762752} -OldGenUse {16470} -OldGenMax {5569536} -PermGenUse {0} -PermGenMax {0} -MinCollCnt {0} -MajCollCnt {0} -MinCollDur {0} -MajCollDur {0} -MinCollStw {0} -MajCollStw {0} -HeapAllocKBps {0} -TimeStamp {} -SupplyTimestamp {09:16:11:938}
11:16:12:355|0040-TickData: RTTDelay,DM_DOCKER,STP1 {2=2,}
11:17:11:938|0174-CustomStat: -CUSTOMSTATS -Table {MQ Stats} -Owner {STP1} -Component {STP1} -MQPubLocal {0} -MQSubLocal {0} -MQPut {0} -MQSup {0} -TimeStamp {} -SupplyTimestamp {09:17:11:938}
11:17:11:938|0352-CustomStat: -CUSTOMSTATS -Table {GC Stats} -Owner {STP1} -Component {STP1} -YoungGenUse {63052} -YoungGenMax {2762752} -OldGenUse {16470} -OldGenMax {5569536} -PermGenUse {0} -PermGenMax {0} -MinCollCnt {0} -MajCollCnt {0} -MinCollDur {0} -MajCollDur {0} -MinCollStw {0} -MajCollStw {0} -HeapAllocKBps {21} -TimeStamp {} -SupplyTimestamp {09:17:11:938}
11:17:12:378|0040-TickData: RTTDelay,DM_DOCKER,STP1 {2=2,}
11:18:11:939|0174-CustomStat: -CUSTOMSTATS -Table {MQ Stats} -Owner {STP1} -Component {STP1} -MQPubLocal {0} -MQSubLocal {0} -MQPut {0} -MQSup {0} -TimeStamp {} -SupplyTimestamp {09:18:11:939}
11:18:11:940|0352-CustomStat: -CUSTOMSTATS -Table {GC Stats} -Owner {STP1} -Component {STP1} -YoungGenUse {65673} -YoungGenMax {2762752} -OldGenUse {16470} -OldGenMax {5569536} -PermGenUse {0} -PermGenMax {0} -MinCollCnt {0} -MajCollCnt {0} -MinCollDur {0} -MajCollDur {0} -MinCollStw {0} -MajCollStw {0} -HeapAllocKBps {43} -TimeStamp {} -SupplyTimestamp {09:18:11:940}
11:18:12:403|0040-TickData: RTTDelay,DM_DOCKER,STP1 {2=2,}
11:19:11:940|0174-CustomStat: -CUSTOMSTATS -Table {MQ Stats} -Owner {STP1} -Component {STP1} -MQPubLocal {0} -MQSubLocal {0} -MQPut {0} -MQSup {0} -TimeStamp {} -SupplyTimestamp {09:19:11:940}
11:19:11:940|0351-CustomStat: -CUSTOMSTATS -Table {GC Stats} -Owner {STP1} -Component {STP1} -YoungGenUse {66048} -YoungGenMax {2762752} -OldGenUse {16470} -OldGenMax {5569536} -PermGenUse {0} -PermGenMax {0} -MinCollCnt {0} -MajCollCnt {0} -MinCollDur {0} -MajCollDur {0} -MinCollStw {0} -MajCollStw {0} -HeapAllocKBps {6} -TimeStamp {} -SupplyTimestamp {09:19:11:940}
11:19:12:428|0040-TickData: RTTDelay,DM_DOCKER,STP1 {2=2,}
11:20:11:940|0174-CustomStat: -CUSTOMSTATS -Table {MQ Stats} -Owner {STP1} -Component {STP1} -MQPubLocal {0} -MQSubLocal {0} -MQPut {0} -MQSup {0} -TimeStamp {} -SupplyTimestamp {09:20:11:940}
11:20:11:941|0351-CustomStat: -CUSTOMSTATS -Table {GC Stats} -Owner {STP1} -Component {STP1} -YoungGenUse {66048} -YoungGenMax {2762752} -OldGenUse {16470} -OldGenMax {5569536} -PermGenUse {0} -PermGenMax {0} -MinCollCnt {0} -MajCollCnt {0} -MinCollDur {0} -MajCollDur {0} -MinCollStw {0} -MajCollStw {0} -HeapAllocKBps {0} -TimeStamp {} -SupplyTimestamp {09:20:11:941}
11:20:12:452|0040-TickData: RTTDelay,DM_DOCKER,STP1 {2=2,}
11:21:11:940|0174-CustomStat: -CUSTOMSTATS -Table {MQ Stats} -Owner {STP1} -Component {STP1} -MQPubLocal {0} -MQSubLocal {0} -MQPut {0} -MQSup {0} -TimeStamp {} -SupplyTimestamp {09:21:11:940}
11:21:11:941|0351-CustomStat: -CUSTOMSTATS -Table {GC Stats} -Owner {STP1} -Component {STP1} -YoungGenUse {66048} -YoungGenMax {2762752} -OldGenUse {16470} -OldGenMax {5569536} -PermGenUse {0} -PermGenMax {0} -MinCollCnt {0} -MajCollCnt {0} -MinCollDur {0} -MajCollDur {0} -MinCollStw {0} -MajCollStw {0} -HeapAllocKBps {0} -TimeStamp {} -SupplyTimestamp {09:21:11:941}
11:21:12:477|0040-TickData: RTTDelay,DM_DOCKER,STP1 {2=2,}
11:22:11:941|0418-CustomStat: -CUSTOMSTATS_METADATA -Table {E2EDLY Stats} -ParentTable {components} -PrimaryKeyFields {Component,From,} -Fields {Component,STR,From,STR,To,STR,Delay,REAL,DelayMin,REAL,DelayMax,REAL,DelayMaxTime,STR,DelayAdjusted,REAL,DelayMaxAdjusted,REAL,DelayBaseline,REAL,Updates,INT,TotUpdates,REAL,RTTDelay,REAL,RTTDelayMin,REAL,RTTDelayMax,REAL,RTTDelayMaxTime,STR,RTTUpdates,INT,RTTTotUpdates,REAL,TimeStamp,STR,}
11:22:11:941|0187-CustomStat: -CUSTOMSTATS_METADATA -Table {MQ Stats} -ParentTable {components} -PrimaryKeyFields {} -Fields {Component,STR,MQPubLocal,INT,MQSubLocal,INT,MQPut,INT,MQSup,INT,TimeStamp,STR,}
11:22:11:941|0174-CustomStat: -CUSTOMSTATS -Table {MQ Stats} -Owner {STP1} -Component {STP1} -MQPubLocal {0} -MQSubLocal {0} -MQPut {0} -MQSup {0} -TimeStamp {} -SupplyTimestamp {09:22:11:941}
11:22:11:941|0335-CustomStat: -CUSTOMSTATS_METADATA -Table {GC Stats} -ParentTable {components} -PrimaryKeyFields {} -Fields {Component,STR,YoungGenUse,INT,YoungGenMax,INT,OldGenUse,INT,OldGenMax,INT,PermGenUse,INT,PermGenMax,INT,MinCollCnt,INT,MajCollCnt,INT,MinCollDur,INT,MajCollDur,INT,MinCollStw,INT,MajCollStw,INT,HeapAllocKBps,INT,TimeStamp,STR,}
11:22:11:941|0351-CustomStat: -CUSTOMSTATS -Table {GC Stats} -Owner {STP1} -Component {STP1} -YoungGenUse {66048} -YoungGenMax {2762752} -OldGenUse {16470} -OldGenMax {5569536} -PermGenUse {0} -PermGenMax {0} -MinCollCnt {0} -MajCollCnt {0} -MinCollDur {0} -MajCollDur {0} -MinCollStw {0} -MajCollStw {0} -HeapAllocKBps {0} -TimeStamp {} -SupplyTimestamp {09:22:11:941}
11:22:12:503|0040-TickData: RTTDelay,DM_DOCKER,STP1 {2=5,}
11:23:11:941|0174-CustomStat: -CUSTOMSTATS -Table {MQ Stats} -Owner {STP1} -Component {STP1} -MQPubLocal {0} -MQSubLocal {0} -MQPut {0} -MQSup {0} -TimeStamp {} -SupplyTimestamp {09:23:11:941}
11:23:11:942|0351-CustomStat: -CUSTOMSTATS -Table {GC Stats} -Owner {STP1} -Component {STP1} -YoungGenUse {66048} -YoungGenMax {2762752} -OldGenUse {16470} -OldGenMax {5569536} -PermGenUse {0} -PermGenMax {0} -MinCollCnt {0} -MajCollCnt {0} -MinCollDur {0} -MajCollDur {0} -MinCollStw {0} -MajCollStw {0} -HeapAllocKBps {0} -TimeStamp {} -SupplyTimestamp {09:23:11:942}
11:23:12:527|0040-TickData: RTTDelay,DM_DOCKER,STP1 {2=2,}
11:24:11:941|0174-CustomStat: -CUSTOMSTATS -Table {MQ Stats} -Owner {STP1} -Component {STP1} -MQPubLocal {0} -MQSubLocal {0} -MQPut {0} -MQSup {0} -TimeStamp {} -SupplyTimestamp {09:24:11:941}
11:24:11:941|0351-CustomStat: -CUSTOMSTATS -Table {GC Stats} -Owner {STP1} -Component {STP1} -YoungGenUse {66422} -YoungGenMax {2762752} -OldGenUse {16470} -OldGenMax {5569536} -PermGenUse {0} -PermGenMax {0} -MinCollCnt {0} -MajCollCnt {0} -MinCollDur {0} -MajCollDur {0} -MinCollStw {0} -MajCollStw {0} -HeapAllocKBps {6} -TimeStamp {} -SupplyTimestamp {09:24:11:941}
11:24:12:551|0040-TickData: RTTDelay,DM_DOCKER,STP1 {2=2,}
11:25:11:942|0174-CustomStat: -CUSTOMSTATS -Table {MQ Stats} -Owner {STP1} -Component {STP1} -MQPubLocal {0} -MQSubLocal {0} -MQPut {0} -MQSup {0} -TimeStamp {} -SupplyTimestamp {09:25:11:942}
11:25:11:942|0351-CustomStat: -CUSTOMSTATS -Table {GC Stats} -Owner {STP1} -Component {STP1} -YoungGenUse {66422} -YoungGenMax {2762752} -OldGenUse {16470} -OldGenMax {5569536} -PermGenUse {0} -PermGenMax {0} -MinCollCnt {0} -MajCollCnt {0} -MinCollDur {0} -MajCollDur {0} -MinCollStw {0} -MajCollStw {0} -HeapAllocKBps {0} -TimeStamp {} -SupplyTimestamp {09:25:11:942}
11:25:12:577|0040-TickData: RTTDelay,DM_DOCKER,STP1 {2=2,}
11:26:11:943|0174-CustomStat: -CUSTOMSTATS -Table {MQ Stats} -Owner {STP1} -Component {STP1} -MQPubLocal {0} -MQSubLocal {0} -MQPut {0} -MQSup {0} -TimeStamp {} -SupplyTimestamp {09:26:11:943}
11:26:11:943|0351-CustomStat: -CUSTOMSTATS -Table {GC Stats} -Owner {STP1} -Component {STP1} -YoungGenUse {66422} -YoungGenMax {2762752} -OldGenUse {16470} -OldGenMax {5569536} -PermGenUse {0} -PermGenMax {0} -MinCollCnt {0} -MajCollCnt {0} -MinCollDur {0} -MajCollDur {0} -MinCollStw {0} -MajCollStw {0} -HeapAllocKBps {0} -TimeStamp {} -SupplyTimestamp {09:26:11:943}
11:26:12:601|0040-TickData: RTTDelay,DM_DOCKER,STP1 {2=2,}
11:27:11:943|0174-CustomStat: -CUSTOMSTATS -Table {MQ Stats} -Owner {STP1} -Component {STP1} -MQPubLocal {0} -MQSubLocal {0} -MQPut {0} -MQSup {0} -TimeStamp {} -SupplyTimestamp {09:27:11:943}
11:27:11:944|0352-CustomStat: -CUSTOMSTATS -Table {GC Stats} -Owner {STP1} -Component {STP1} -YoungGenUse {67733} -YoungGenMax {2762752} -OldGenUse {16470} -OldGenMax {5569536} -PermGenUse {0} -PermGenMax {0} -MinCollCnt {0} -MajCollCnt {0} -MinCollDur {0} -MajCollDur {0} -MinCollStw {0} -MajCollStw {0} -HeapAllocKBps {21} -TimeStamp {} -SupplyTimestamp {09:27:11:944}
11:27:12:625|0040-TickData: RTTDelay,DM_DOCKER,STP1 {2=2,}
11:28:11:944|0174-CustomStat: -CUSTOMSTATS -Table {MQ Stats} -Owner {STP1} -Component {STP1} -MQPubLocal {0} -MQSubLocal {0} -MQPut {0} -MQSup {0} -TimeStamp {} -SupplyTimestamp {09:28:11:944}
11:28:11:944|0351-CustomStat: -CUSTOMSTATS -Table {GC Stats} -Owner {STP1} -Component {STP1} -YoungGenUse {67733} -YoungGenMax {2762752} -OldGenUse {16470} -OldGenMax {5569536} -PermGenUse {0} -PermGenMax {0} -MinCollCnt {0} -MajCollCnt {0} -MinCollDur {0} -MajCollDur {0} -MinCollStw {0} -MajCollStw {0} -HeapAllocKBps {0} -TimeStamp {} -SupplyTimestamp {09:28:11:944}
11:28:12:651|0040-TickData: RTTDelay,DM_DOCKER,STP1 {2=2,}
11:29:11:944|0174-CustomStat: -CUSTOMSTATS -Table {MQ Stats} -Owner {STP1} -Component {STP1} -MQPubLocal {0} -MQSubLocal {0} -MQPut {0} -MQSup {0} -TimeStamp {} -SupplyTimestamp {09:29:11:944}
11:29:11:945|0351-CustomStat: -CUSTOMSTATS -Table {GC Stats} -Owner {STP1} -Component {STP1} -YoungGenUse {67733} -YoungGenMax {2762752} -OldGenUse {16470} -OldGenMax {5569536} -PermGenUse {0} -PermGenMax {0} -MinCollCnt {0} -MajCollCnt {0} -MinCollDur {0} -MajCollDur {0} -MinCollStw {0} -MajCollStw {0} -HeapAllocKBps {0} -TimeStamp {} -SupplyTimestamp {09:29:11:945}
11:29:12:675|0040-TickData: RTTDelay,DM_DOCKER,STP1 {2=2,}
11:30:11:945|0174-CustomStat: -CUSTOMSTATS -Table {MQ Stats} -Owner {STP1} -Component {STP1} -MQPubLocal {0} -MQSubLocal {0} -MQPut {0} -MQSup {0} -TimeStamp {} -SupplyTimestamp {09:30:11:945}
11:30:11:946|0351-CustomStat: -CUSTOMSTATS -Table {GC Stats} -Owner {STP1} -Component {STP1} -YoungGenUse {67733} -YoungGenMax {2762752} -OldGenUse {16470} -OldGenMax {5569536} -PermGenUse {0} -PermGenMax {0} -MinCollCnt {0} -MajCollCnt {0} -MinCollDur {0} -MajCollDur {0} -MinCollStw {0} -MajCollStw {0} -HeapAllocKBps {0} -TimeStamp {} -SupplyTimestamp {09:30:11:946}
11:30:12:699|0040-TickData: RTTDelay,DM_DOCKER,STP1 {2=2,}
11:31:11:946|0174-CustomStat: -CUSTOMSTATS -Table {MQ Stats} -Owner {STP1} -Component {STP1} -MQPubLocal {0} -MQSubLocal {0} -MQPut {0} -MQSup {0} -TimeStamp {} -SupplyTimestamp {09:31:11:946}
11:31:11:946|0352-CustomStat: -CUSTOMSTATS -Table {GC Stats} -Owner {STP1} -Component {STP1} -YoungGenUse {68482} -YoungGenMax {2762752} -OldGenUse {16470} -OldGenMax {5569536} -PermGenUse {0} -PermGenMax {0} -MinCollCnt {0} -MajCollCnt {0} -MinCollDur {0} -MajCollDur {0} -MinCollStw {0} -MajCollStw {0} -HeapAllocKBps {12} -TimeStamp {} -SupplyTimestamp {09:31:11:946}
11:31:12:724|0040-TickData: RTTDelay,DM_DOCKER,STP1 {2=2,}
11:32:11:947|0418-CustomStat: -CUSTOMSTATS_METADATA -Table {E2EDLY Stats} -ParentTable {components} -PrimaryKeyFields {Component,From,} -Fields {Component,STR,From,STR,To,STR,Delay,REAL,DelayMin,REAL,DelayMax,REAL,DelayMaxTime,STR,DelayAdjusted,REAL,DelayMaxAdjusted,REAL,DelayBaseline,REAL,Updates,INT,TotUpdates,REAL,RTTDelay,REAL,RTTDelayMin,REAL,RTTDelayMax,REAL,RTTDelayMaxTime,STR,RTTUpdates,INT,RTTTotUpdates,REAL,TimeStamp,STR,}
11:32:11:947|0187-CustomStat: -CUSTOMSTATS_METADATA -Table {MQ Stats} -ParentTable {components} -PrimaryKeyFields {} -Fields {Component,STR,MQPubLocal,INT,MQSubLocal,INT,MQPut,INT,MQSup,INT,TimeStamp,STR,}
11:32:11:947|0174-CustomStat: -CUSTOMSTATS -Table {MQ Stats} -Owner {STP1} -Component {STP1} -MQPubLocal {0} -MQSubLocal {0} -MQPut {0} -MQSup {0} -TimeStamp {} -SupplyTimestamp {09:32:11:947}
11:32:11:947|0335-CustomStat: -CUSTOMSTATS_METADATA -Table {GC Stats} -ParentTable {components} -PrimaryKeyFields {} -Fields {Component,STR,YoungGenUse,INT,YoungGenMax,INT,OldGenUse,INT,OldGenMax,INT,PermGenUse,INT,PermGenMax,INT,MinCollCnt,INT,MajCollCnt,INT,MinCollDur,INT,MajCollDur,INT,MinCollStw,INT,MajCollStw,INT,HeapAllocKBps,INT,TimeStamp,STR,}
11:32:11:947|0351-CustomStat: -CUSTOMSTATS -Table {GC Stats} -Owner {STP1} -Component {STP1} -YoungGenUse {68482} -YoungGenMax {2762752} -OldGenUse {16470} -OldGenMax {5569536} -PermGenUse {0} -PermGenMax {0} -MinCollCnt {0} -MajCollCnt {0} -MinCollDur {0} -MajCollDur {0} -MinCollStw {0} -MajCollStw {0} -HeapAllocKBps {0} -TimeStamp {} -SupplyTimestamp {09:32:11:947}
11:32:12:748|0040-TickData: RTTDelay,DM_DOCKER,STP1 {2=5,}
11:33:11:948|0174-CustomStat: -CUSTOMSTATS -Table {MQ Stats} -Owner {STP1} -Component {STP1} -MQPubLocal {0} -MQSubLocal {0} -MQPut {0} -MQSup {0} -TimeStamp {} -SupplyTimestamp {09:33:11:948}
11:33:11:948|0351-CustomStat: -CUSTOMSTATS -Table {GC Stats} -Owner {STP1} -Component {STP1} -YoungGenUse {68482} -YoungGenMax {2762752} -OldGenUse {16470} -OldGenMax {5569536} -PermGenUse {0} -PermGenMax {0} -MinCollCnt {0} -MajCollCnt {0} -MinCollDur {0} -MajCollDur {0} -MinCollStw {0} -MajCollStw {0} -HeapAllocKBps {0} -TimeStamp {} -SupplyTimestamp {09:33:11:948}
11:33:12:773|0040-TickData: RTTDelay,DM_DOCKER,STP1 {2=2,}
11:34:11:948|0174-CustomStat: -CUSTOMSTATS -Table {MQ Stats} -Owner {STP1} -Component {STP1} -MQPubLocal {0} -MQSubLocal {0} -MQPut {0} -MQSup {0} -TimeStamp {} -SupplyTimestamp {09:34:11:948}
11:34:11:949|0351-CustomStat: -CUSTOMSTATS -Table {GC Stats} -Owner {STP1} -Component {STP1} -YoungGenUse {68482} -YoungGenMax {2762752} -OldGenUse {16470} -OldGenMax {5569536} -PermGenUse {0} -PermGenMax {0} -MinCollCnt {0} -MajCollCnt {0} -MinCollDur {0} -MajCollDur {0} -MinCollStw {0} -MajCollStw {0} -HeapAllocKBps {0} -TimeStamp {} -SupplyTimestamp {09:34:11:949}
11:34:12:800|0040-TickData: RTTDelay,DM_DOCKER,STP1 {2=2,}
11:35:11:949|0174-CustomStat: -CUSTOMSTATS -Table {MQ Stats} -Owner {STP1} -Component {STP1} -MQPubLocal {0} -MQSubLocal {0} -MQPut {0} -MQSup {0} -TimeStamp {} -SupplyTimestamp {09:35:11:949}
11:35:11:949|0351-CustomStat: -CUSTOMSTATS -Table {GC Stats} -Owner {STP1} -Component {STP1} -YoungGenUse {68482} -YoungGenMax {2762752} -OldGenUse {16470} -OldGenMax {5569536} -PermGenUse {0} -PermGenMax {0} -MinCollCnt {0} -MajCollCnt {0} -MinCollDur {0} -MajCollDur {0} -MinCollStw {0} -MajCollStw {0} -HeapAllocKBps {0} -TimeStamp {} -SupplyTimestamp {09:35:11:949}
11:35:12:824|0040-TickData: RTTDelay,DM_DOCKER,STP1 {2=2,}
11:36:11:949|0174-CustomStat: -CUSTOMSTATS -Table {MQ Stats} -Owner {STP1} -Component {STP1} -MQPubLocal {0} -MQSubLocal {0} -MQPut {0} -MQSup {0} -TimeStamp {} -SupplyTimestamp {09:36:11:949}
11:36:11:950|0351-CustomStat: -CUSTOMSTATS -Table {GC Stats} -Owner {STP1} -Component {STP1} -YoungGenUse {68482} -YoungGenMax {2762752} -OldGenUse {16470} -OldGenMax {5569536} -PermGenUse {0} -PermGenMax {0} -MinCollCnt {0} -MajCollCnt {0} -MinCollDur {0} -MajCollDur {0} -MinCollStw {0} -MajCollStw {0} -HeapAllocKBps {0} -TimeStamp {} -SupplyTimestamp {09:36:11:950}
11:36:12:849|0040-TickData: RTTDelay,DM_DOCKER,STP1 {2=2,}
11:37:11:950|0174-CustomStat: -CUSTOMSTATS -Table {MQ Stats} -Owner {STP1} -Component {STP1} -MQPubLocal {0} -MQSubLocal {0} -MQPut {0} -MQSup {0} -TimeStamp {} -SupplyTimestamp {09:37:11:950}
11:37:11:951|0351-CustomStat: -CUSTOMSTATS -Table {GC Stats} -Owner {STP1} -Component {STP1} -YoungGenUse {68482} -YoungGenMax {2762752} -OldGenUse {16470} -OldGenMax {5569536} -PermGenUse {0} -PermGenMax {0} -MinCollCnt {0} -MajCollCnt {0} -MinCollDur {0} -MajCollDur {0} -MinCollStw {0} -MajCollStw {0} -HeapAllocKBps {0} -TimeStamp {} -SupplyTimestamp {09:37:11:951}
11:37:12:874|0040-TickData: RTTDelay,DM_DOCKER,STP1 {2=2,}
11:38:11:951|0174-CustomStat: -CUSTOMSTATS -Table {MQ Stats} -Owner {STP1} -Component {STP1} -MQPubLocal {0} -MQSubLocal {0} -MQPut {0} -MQSup {0} -TimeStamp {} -SupplyTimestamp {09:38:11:951}
11:38:11:952|0351-CustomStat: -CUSTOMSTATS -Table {GC Stats} -Owner {STP1} -Component {STP1} -YoungGenUse {68857} -YoungGenMax {2762752} -OldGenUse {16470} -OldGenMax {5569536} -PermGenUse {0} -PermGenMax {0} -MinCollCnt {0} -MajCollCnt {0} -MinCollDur {0} -MajCollDur {0} -MinCollStw {0} -MajCollStw {0} -HeapAllocKBps {6} -TimeStamp {} -SupplyTimestamp {09:38:11:952}
11:38:12:899|0040-TickData: RTTDelay,DM_DOCKER,STP1 {3=2,}
11:39:11:952|0174-CustomStat: -CUSTOMSTATS -Table {MQ Stats} -Owner {STP1} -Component {STP1} -MQPubLocal {0} -MQSubLocal {0} -MQPut {0} -MQSup {0} -TimeStamp {} -SupplyTimestamp {09:39:11:952}
11:39:11:952|0351-CustomStat: -CUSTOMSTATS -Table {GC Stats} -Owner {STP1} -Component {STP1} -YoungGenUse {68857} -YoungGenMax {2762752} -OldGenUse {16470} -OldGenMax {5569536} -PermGenUse {0} -PermGenMax {0} -MinCollCnt {0} -MajCollCnt {0} -MinCollDur {0} -MajCollDur {0} -MinCollStw {0} -MajCollStw {0} -HeapAllocKBps {0} -TimeStamp {} -SupplyTimestamp {09:39:11:952}
11:39:12:925|0040-TickData: RTTDelay,DM_DOCKER,STP1 {2=2,}
11:40:11:953|0174-CustomStat: -CUSTOMSTATS -Table {MQ Stats} -Owner {STP1} -Component {STP1} -MQPubLocal {0} -MQSubLocal {0} -MQPut {0} -MQSup {0} -TimeStamp {} -SupplyTimestamp {09:40:11:953}
11:40:11:953|0351-CustomStat: -CUSTOMSTATS -Table {GC Stats} -Owner {STP1} -Component {STP1} -YoungGenUse {68857} -YoungGenMax {2762752} -OldGenUse {16470} -OldGenMax {5569536} -PermGenUse {0} -PermGenMax {0} -MinCollCnt {0} -MajCollCnt {0} -MinCollDur {0} -MajCollDur {0} -MinCollStw {0} -MajCollStw {0} -HeapAllocKBps {0} -TimeStamp {} -SupplyTimestamp {09:40:11:953}
11:40:12:949|0040-TickData: RTTDelay,DM_DOCKER,STP1 {2=2,}
11:41:11:953|0174-CustomStat: -CUSTOMSTATS -Table {MQ Stats} -Owner {STP1} -Component {STP1} -MQPubLocal {0} -MQSubLocal {0} -MQPut {0} -MQSup {0} -TimeStamp {} -SupplyTimestamp {09:41:11:953}
11:41:11:953|0351-CustomStat: -CUSTOMSTATS -Table {GC Stats} -Owner {STP1} -Component {STP1} -YoungGenUse {68857} -YoungGenMax {2762752} -OldGenUse {16470} -OldGenMax {5569536} -PermGenUse {0} -PermGenMax {0} -MinCollCnt {0} -MajCollCnt {0} -MinCollDur {0} -MajCollDur {0} -MinCollStw {0} -MajCollStw {0} -HeapAllocKBps {0} -TimeStamp {} -SupplyTimestamp {09:41:11:953}
11:41:11:976|0040-TickData: RTTDelay,DM_DOCKER,STP1 {2=2,}
11:42:11:954|0418-CustomStat: -CUSTOMSTATS_METADATA -Table {E2EDLY Stats} -ParentTable {components} -PrimaryKeyFields {Component,From,} -Fields {Component,STR,From,STR,To,STR,Delay,REAL,DelayMin,REAL,DelayMax,REAL,DelayMaxTime,STR,DelayAdjusted,REAL,DelayMaxAdjusted,REAL,DelayBaseline,REAL,Updates,INT,TotUpdates,REAL,RTTDelay,REAL,RTTDelayMin,REAL,RTTDelayMax,REAL,RTTDelayMaxTime,STR,RTTUpdates,INT,RTTTotUpdates,REAL,TimeStamp,STR,}
11:42:11:954|0187-CustomStat: -CUSTOMSTATS_METADATA -Table {MQ Stats} -ParentTable {components} -PrimaryKeyFields {} -Fields {Component,STR,MQPubLocal,INT,MQSubLocal,INT,MQPut,INT,MQSup,INT,TimeStamp,STR,}
11:42:11:954|0174-CustomStat: -CUSTOMSTATS -Table {MQ Stats} -Owner {STP1} -Component {STP1} -MQPubLocal {0} -MQSubLocal {0} -MQPut {0} -MQSup {0} -TimeStamp {} -SupplyTimestamp {09:42:11:954}
11:42:11:954|0335-CustomStat: -CUSTOMSTATS_METADATA -Table {GC Stats} -ParentTable {components} -PrimaryKeyFields {} -Fields {Component,STR,YoungGenUse,INT,YoungGenMax,INT,OldGenUse,INT,OldGenMax,INT,PermGenUse,INT,PermGenMax,INT,MinCollCnt,INT,MajCollCnt,INT,MinCollDur,INT,MajCollDur,INT,MinCollStw,INT,MajCollStw,INT,HeapAllocKBps,INT,TimeStamp,STR,}
11:42:11:954|0351-CustomStat: -CUSTOMSTATS -Table {GC Stats} -Owner {STP1} -Component {STP1} -YoungGenUse {69234} -YoungGenMax {2762752} -OldGenUse {16470} -OldGenMax {5569536} -PermGenUse {0} -PermGenMax {0} -MinCollCnt {0} -MajCollCnt {0} -MinCollDur {0} -MajCollDur {0} -MinCollStw {0} -MajCollStw {0} -HeapAllocKBps {6} -TimeStamp {} -SupplyTimestamp {09:42:11:954}
11:42:12:001|0040-TickData: RTTDelay,DM_DOCKER,STP1 {2=5,}
11:43:11:954|0174-CustomStat: -CUSTOMSTATS -Table {MQ Stats} -Owner {STP1} -Component {STP1} -MQPubLocal {0} -MQSubLocal {0} -MQPut {0} -MQSup {0} -TimeStamp {} -SupplyTimestamp {09:43:11:954}
11:43:11:954|0351-CustomStat: -CUSTOMSTATS -Table {GC Stats} -Owner {STP1} -Component {STP1} -YoungGenUse {69609} -YoungGenMax {2762752} -OldGenUse {16470} -OldGenMax {5569536} -PermGenUse {0} -PermGenMax {0} -MinCollCnt {0} -MajCollCnt {0} -MinCollDur {0} -MajCollDur {0} -MinCollStw {0} -MajCollStw {0} -HeapAllocKBps {6} -TimeStamp {} -SupplyTimestamp {09:43:11:954}
11:43:12:024|0040-TickData: RTTDelay,DM_DOCKER,STP1 {2=2,}
11:44:11:955|0174-CustomStat: -CUSTOMSTATS -Table {MQ Stats} -Owner {STP1} -Component {STP1} -MQPubLocal {0} -MQSubLocal {0} -MQPut {0} -MQSup {0} -TimeStamp {} -SupplyTimestamp {09:44:11:955}
11:44:11:955|0352-CustomStat: -CUSTOMSTATS -Table {GC Stats} -Owner {STP1} -Component {STP1} -YoungGenUse {70919} -YoungGenMax {2762752} -OldGenUse {16470} -OldGenMax {5569536} -PermGenUse {0} -PermGenMax {0} -MinCollCnt {0} -MajCollCnt {0} -MinCollDur {0} -MajCollDur {0} -MinCollStw {0} -MajCollStw {0} -HeapAllocKBps {21} -TimeStamp {} -SupplyTimestamp {09:44:11:955}
11:44:12:051|0040-TickData: RTTDelay,DM_DOCKER,STP1 {2=2,}
11:45:11:956|0174-CustomStat: -CUSTOMSTATS -Table {MQ Stats} -Owner {STP1} -Component {STP1} -MQPubLocal {0} -MQSubLocal {0} -MQPut {0} -MQSup {0} -TimeStamp {} -SupplyTimestamp {09:45:11:956}
